tanggal,jam,sens1,sens2,sens3,sens4
18-Apr,22:00,26.35,92.89,0,41.36
18-Apr,22:10,26.2,92.89,0,35.15
18-Apr,22:20,26.43,92.89,0,35.5
18-Apr,22:30,26.43,92.89,0,44.66
18-Apr,22:40,26.51,92.89,0,35.9
18-Apr,22:50,26.43,92.89,0,36.55
18-Apr,23:00,26.28,92.89,0,37.28
18-Apr,23:10,26.2,92.89,0,35.24
18-Apr,23:20,26.28,92.89,0,37.42
18-Apr,23:30,26.35,92.89,0,36.24
18-Apr,23:40,26.59,92.89,0,36.41
18-Apr,23:50,26.59,92.89,0,36.75
19-Apr,0:00,26.35,92.89,0,36.26
19-Apr,0:10,26.43,92.89,0,36.33
19-Apr,0:20,26.43,92.89,0,35.55
19-Apr,0:30,26.43,92.89,0,35.38
19-Apr,0:40,26.43,92.89,0,35.44
19-Apr,0:50,26.35,92.89,0,34.26
19-Apr,1:00,26.2,92.89,0,34.88
19-Apr,1:10,26.2,92.89,0,33.76
19-Apr,1:20,26.12,92.89,0,35.57
19-Apr,1:30,26.12,92.89,0,34.57
19-Apr,1:40,26.04,92.89,0,33.42
19-Apr,1:50,26.04,92.89,0,34.65
19-Apr,2:00,25.96,92.89,0,35.45
19-Apr,2:10,25.88,92.89,0,34.51
19-Apr,2:20,25.8,92.89,0,34.28
19-Apr,2:30,25.64,92.89,0,33.79
19-Apr,2:40,25.57,92.89,0,33.56
19-Apr,2:50,25.64,92.89,0,34.34
19-Apr,3:00,25.64,92.89,0,34.3
19-Apr,3:10,25.72,92.89,0,34.79
19-Apr,3:20,25.72,92.89,0,34.91
19-Apr,3:30,25.72,92.89,0,34.97
19-Apr,3:40,25.64,92.89,0,34.81
19-Apr,3:50,25.64,92.89,0,35.39
19-Apr,4:00,25.64,92.89,0,33.61
19-Apr,4:10,25.64,92.89,0,34.8
19-Apr,4:20,25.57,92.89,0,32.95
19-Apr,4:30,25.41,92.89,0,34.52
19-Apr,4:40,25.41,92.89,0,33.68
19-Apr,4:50,25.33,92.89,0,32.21
19-Apr,5:00,25.33,92.89,0,42.36
19-Apr,5:10,25.25,92.89,0,33.38
19-Apr,5:20,25.25,92.89,0,33.68
19-Apr,5:30,25.09,92.89,58.2,33
19-Apr,5:40,25.09,92.89,353.44,33.19
19-Apr,5:50,24.86,92.89,992,33.69
19-Apr,6:00,24.94,92.89,1935.36,32.03
19-Apr,6:10,24.94,92.89,3041.28,33.07
19-Apr,6:20,24.86,92.89,3824.64,33.61
19-Apr,6:30,25.09,92.89,4930.56,32.02
19-Apr,6:40,25.33,92.89,1266.68,32.33
19-Apr,6:50,25.57,92.89,12001.28,33.54
19-Apr,7:00,25.88,92.89,14008.32,34.69
19-Apr,7:10,26.51,92.23,17930.24,34.44
19-Apr,7:20,27.62,86.04,20930.56,33.46
19-Apr,7:30,27.62,84.82,25620.48,34.44
19-Apr,7:40,28.56,79.48,28569.6,35.61
19-Apr,7:50,28.56,80.32,3721.06,34.99
19-Apr,8:00,28.88,79.01,34652.16,34.7
19-Apr,8:10,28.64,78.07,41349.12,35.03
19-Apr,8:20,28.33,77.13,43294.72,35.23
19-Apr,8:30,28.64,75.26,62668.8,33.97
19-Apr,8:40,28.25,77.04,38830.08,35.34
19-Apr,8:50,28.41,76.85,32563.2,35.06
19-Apr,9:00,28.8,74.51,28487.68,35.37
19-Apr,9:10,28.88,75.07,66887.68,36.78
19-Apr,9:20,29.04,75.16,78848.01,35.15
19-Apr,9:30,28.88,74.7,73932.8,35.92
19-Apr,9:40,29.04,75.91,29607.41,36.38
19-Apr,9:50,29.19,76.95,42680.32,35.82
19-Apr,10,29.27,75.63,81018.88,37.32
19-Apr,10:10,29.9,73.29,23234.56,37.29
19-Apr,10:20,29.98,73.2,14458.88,36.54
19-Apr,10:30,29.35,75.07,65658.89,37.1
19-Apr,10:40,29.27,78.17,21770.24,37.58
19-Apr,10:50,29.67,75.26,93020.16,35.87
19-Apr,11:00,29.75,76.85,64757.76,37.61
19-Apr,11:10,29.83,73.57,88842.24,37.39
19-Apr,11:20,29.75,75.26,89456.64,34.75
19-Apr,11:30,29.59,74.6,55582.71,36.72
19-Apr,11:40,29.59,76.01,85401.6,36.17
19-Apr,11:50,29.35,75.82,78151.68,36.6
19-Apr,12:00,29.35,76.2,61194.24,36.91
19-Apr,12:10,29.43,76.57,37867.52,37.09
19-Apr,12:20,29.43,75.54,85155.84,36.22
19-Apr,12:30,29.27,75.91,77742.08,35.55
19-Apr,12:40,29.43,76.01,37785.6,37.31
19-Apr,12:50,29.43,76.01,8985.6,37.61
19-Apr,13:00,29.35,75.26,7280.64,37.87
19-Apr,13:10,29.35,76.66,5190.13,35.83
19-Apr,13:20,29.27,75.45,6589.44,36.06
19-Apr,13:30,29.19,76.95,6328.32,38.16
19-Apr,13:40,29.35,76.48,6174.72,37.47
19-Apr,13:50,29.27,77.6,6036.48,38
19-Apr,14:00,29.12,77.23,5852.16,37.44
19-Apr,14:10,28.96,77.32,5713.92,38.89
19-Apr,14:20,29.19,77.32,5575.68,40.01
19-Apr,14:30,29.12,77.23,5368.32,40.11
19-Apr,14:40,29.19,77.79,5227.52,39.4
19-Apr,14:50,29.04,76.66,5173.76,38.83
19-Apr,15:00,29.04,77.7,5022.72,38.38
19-Apr,15:10,28.8,79.29,4953.6,39.75
19-Apr,15:20,28.88,80.42,4792.32,39.24
19-Apr,15:30,28.8,79.67,4738.56,40.21
19-Apr,15:40,28.8,80.51,4608,38.57
19-Apr,15:50,28.8,78.35,4492.8,38.81
19-Apr,16:00,28.64,78.63,4285.44,38.62
19-Apr,16:10,28.64,78.92,4170.24,38.01
19-Apr,16:20,28.72,79.2,3893.76,38.41
19-Apr,16:30,28.56,79.48,3525.12,38
19-Apr,16:40,28.48,80.6,3041.28,39.36
19-Apr,16:50,28.41,80.51,2085.12,37.65
19-Apr,17:00,28.25,79.95,1365.12,38.17
19-Apr,17:10,28.17,81.35,910.08,31.35
19-Apr,17:20,28.09,82.95,593.28,37.34
19-Apr,17:30,28.09,83.04,272.16,38.31
19-Apr,17:40,27.93,82.67,66.08,39.12
19-Apr,17:50,28.01,81.82,0,38.71
19-Apr,18:00,27.85,82.29,0,37.8
19-Apr,18:10,27.85,84.35,0,38.68
19-Apr,18:20,27.77,83.14,0,45.37
19-Apr,18:30,27.77,83.7,0,38.28
19-Apr,18:40,27.7,82.76,0,74.56
19-Apr,18:50,27.7,83.51,0,41.85
19-Apr,19:00,27.54,83.98,0,50.77
19-Apr,19:10,27.54,84.64,0,66.27
19-Apr,19:20,27.22,87.07,0,49.41
19-Apr,19:30,27.14,86.42,0,44.43
19-Apr,19:40,27.14,86.32,0,41.64
19-Apr,19:50,26.99,88.95,0,36.11
19-Apr,20,26.75,90.26,0,36.41
19-Apr,20:10,26.51,92.8,0,36.03
19-Apr,20:20,26.43,92.89,0,40.56
19-Apr,20:30,26.43,92.89,0,36.4
19-Apr,20:40,26.35,92.89,0,36.73
19-Apr,20:50,26.28,92.89,0,39.78
19-Apr,21:00,26.28,92.89,0,34.89
19-Apr,21:10,26.04,92.89,0,36.54
19-Apr,21:20,25.8,92.89,0,36.48
19-Apr,21:30,25.96,92.89,0,36.88
19-Apr,21:40,26.04,92.89,0,36.01
19-Apr,21:50,26.12,92.89,0,36.89
19-Apr,22:00,25.96,92.89,0,35.75
19-Apr,22:10,26.04,92.89,0,34.42
19-Apr,22:20,25.96,92.89,0,46.07
19-Apr,22:30,26.04,92.89,0,33.6
19-Apr,22:40,25.96,92.89,0,36.91
19-Apr,22:50,26.04,92.89,0,34.43
19-Apr,23:00,26.12,92.89,0,33.83
19-Apr,23:10,26.2,92.89,0,33.64
19-Apr,23:20,26.2,92.89,0,35.42
19-Apr,23:30,26.12,92.89,0,34.7
19-Apr,23:40,25.96,92.89,0,34.63
19-Apr,23:50,25.88,92.89,0,37.69
20-Apr,0:00,25.96,92.89,0,35.4
20-Apr,0:10,26.12,92.89,0,33.95
20-Apr,0:20,26.28,92.89,0,35.33
20-Apr,0:30,26.35,92.89,0,35.27
20-Apr,0:40,26.28,92.89,0,34.62
20-Apr,0:50,26.35,92.89,0,35.09
20-Apr,1:00,26.04,92.89,0,33.9
20-Apr,1:10,26.04,92.89,0,34.61
20-Apr,1:20,25.96,92.89,0,43.74
20-Apr,1:30,26.04,92.89,0,35.08
20-Apr,1:40,26.04,92.89,0,34.65
20-Apr,1:50,25.96,92.89,0,33.71
20-Apr,2:00,25.8,92.89,0,35.15
20-Apr,2:10,25.72,92.89,0,33.95
20-Apr,2:20,25.72,92.89,0,34.64
20-Apr,2:30,25.64,92.89,0,34.76
20-Apr,2:40,25.64,92.89,0,34.88
20-Apr,2:50,25.72,92.89,0,35.7
20-Apr,3:00,25.57,92.89,0,34.1
20-Apr,3:10,25.57,92.89,0,34.93
20-Apr,3:20,25.49,92.89,0,33.66
20-Apr,3:30,25.41,92.89,0,34.9
20-Apr,3:40,25.41,92.89,0,35.44
20-Apr,3:50,25.33,92.89,0,34.76
20-Apr,4:00,25.17,92.89,0,34.86
20-Apr,4:10,25.25,92.89,0,35.09
20-Apr,4:20,25.25,92.89,0,33.22
20-Apr,4:30,25.09,92.89,0,46.72
20-Apr,4:40,25.01,92.89,0,34.36
20-Apr,4:50,25.09,92.89,0,48.23
20-Apr,5:00,25.01,92.89,0,42.93
20-Apr,5:10,25.01,92.89,0,33.53
20-Apr,5:20,25.01,92.89,0,33.42
20-Apr,5:30,25.09,92.89,0,32.66
20-Apr,5:40,25.17,92.89,143.28,32.53
20-Apr,5:50,25.17,92.89,598.4,33.11
20-Apr,6:00,25.25,92.89,1649.92,32.32
20-Apr,6:10,25.33,92.89,3087.36,34.13
20-Apr,6:20,25.49,92.89,5137.92,34.23
20-Apr,6:30,25.88,92.89,7096.32,32.62
20-Apr,6:40,25.96,92.89,7603.2,34.86
20-Apr,6:50,26.51,92.89,14008.32,34.51
20-Apr,7:00,26.99,89.61,16128,35.04
20-Apr,7:10,27.7,86.61,16568.32,34.09
20-Apr,7:20,27.85,83.51,20183.04,34.06
20-Apr,7:30,28.64,82.95,22118.4,34.41
20-Apr,7:40,28.33,80.04,31027.2,33.45
20-Apr,7:50,28.17,80.89,33215.23,33.46
20-Apr,8:00,28.56,81.07,11182.45,32.59
20-Apr,8:10,28.72,79.76,33665.79,33.93
20-Apr,8:20,28.41,78.73,13516.8,34.95
20-Apr,8:30,28.72,78.82,65781.76,34.83
20-Apr,8:40,28.64,77.88,19630.08,35.25
20-Apr,8:50,28.96,76.85,18616.32,35.65
20-Apr,9:00,29.35,73.85,18851.84,35.29
20-Apr,9:10,29.04,76.76,71761.92,34.26
20-Apr,9:20,29.04,77.88,16404.48,34.47
20-Apr,9:30,29.12,75.91,17326.08,35.78
20-Apr,9:40,29.19,72.44,36126.72,36.12
20-Apr,9:50,29.67,73.2,63774.72,35.19
20-Apr,10,29.9,72.63,24186.88,36.13
20-Apr,10:10,29.51,76.38,13721.6,36.84
20-Apr,10:20,29.35,75.82,59719.68,35.61
20-Apr,10:30,29.19,76.1,31744,35.33
20-Apr,10:40,29.19,75.63,56565.77,35.02
20-Apr,10:50,28.96,75.45,38768.64,35.92
20-Apr,11:00,28.96,75.73,42229.76,34.86
20-Apr,11:10,28.96,76.95,45096.96,34.91
20-Apr,11:20,28.8,77.04,60948.48,36.48
20-Apr,11:30,28.96,78.26,47185.92,37.64
20-Apr,11:40,28.96,77.42,68935.68,37.39
20-Apr,11:50,29.19,77.6,66191.35,37.01
20-Apr,12:00,29.35,75.54,61112.32,32.18
20-Apr,12:10,29.43,71.23,39383.04,31.38
20-Apr,12:20,29.75,72.35,90685.43,39.17
20-Apr,12:30,29.67,73.29,76595.2,38.69
20-Apr,12:40,29.75,74.41,31334.4,38.85
20-Apr,12:50,29.83,75.45,7280.64,37.23
20-Apr,13:00,29.83,74.88,7050.24,41.31
20-Apr,13:10,29.67,76.29,6727.68,39.21
20-Apr,13:20,29.51,75.63,6589.44,39.33
20-Apr,13:30,29.59,75.45,6517.76,40.36
20-Apr,13:40,29.59,73.29,6497.28,38.24
20-Apr,13:50,29.67,73.38,6405.12,37.61
20-Apr,14:00,29.51,74.41,6128.64,39.75
20-Apr,14:10,29.35,74.6,5852.16,43.51
20-Apr,14:20,29.35,75.91,5598.72,37.44
20-Apr,14:30,29.51,72.54,5506.56,36.86
20-Apr,14:40,29.35,74.51,5276.16,38.3
20-Apr,14:50,29.27,75.73,5322.24,38.63
20-Apr,15:00,29.19,74.98,5242.88,29.27
20-Apr,15:10,29.12,77.42,4953.6,37.02
20-Apr,15:20,29.04,76.95,5230.08,36.93
20-Apr,15:30,28.72,77.42,5990.4,36.18
20-Apr,15:40,28.64,80.98,6773.76,36.97
20-Apr,15:50,28.56,80.23,6958.08,37.37
20-Apr,16:00,28.64,79.38,7142.4,35.83
20-Apr,16:10,28.64,80.89,6220.8,41.49
20-Apr,16:20,28.64,80.6,5460.48,36.81
20-Apr,16:30,28.56,79.85,4769.28,36.95
20-Apr,16:40,28.48,80.98,3916.8,37.21
20-Apr,16:50,28.41,81.17,3087.36,35.91
20-Apr,17:00,28.33,82.29,2430.72,36.18
20-Apr,17:10,28.01,86.04,1728,34.92
20-Apr,17:20,27.93,86.61,944.64,35.7
20-Apr,17:30,27.77,87.17,298.08,36.51
20-Apr,17:40,27.85,86.14,66.68,36.44
20-Apr,17:50,27.77,86.51,0,48.46
20-Apr,18:00,27.85,88.2,0,90.71
20-Apr,18:10,27.77,87.26,0,51.24
20-Apr,18:20,27.77,87.26,0,76.91
20-Apr,18:30,27.85,87.82,0,68.55
20-Apr,18:40,27.85,86.98,0,109.51
20-Apr,18:50,27.77,87.36,0,80.63
20-Apr,19:00,27.54,87.73,0,59.44
20-Apr,19:10,27.54,86.89,0,47.85
20-Apr,19:20,27.46,88.29,0,67.67
20-Apr,19:30,27.7,86.51,0,67.68
20-Apr,19:40,27.7,85.67,0,56.25
20-Apr,19:50,27.62,86.23,0,53.5
20-Apr,20,27.54,85.76,0,59.11
20-Apr,20:10,27.38,88.95,0,49.1
20-Apr,20:20,26.91,91.2,0,55.58
20-Apr,20:30,26.75,91.95,0,65.93
20-Apr,20:40,26.59,92.89,0,51.78
20-Apr,20:50,26.51,92.89,0,49.87
20-Apr,21:00,26.28,92.89,0,52.48
20-Apr,21:10,26.28,92.89,0,61.14
20-Apr,21:20,26.28,92.89,0,50.15
20-Apr,21:30,26.2,92.89,0,48.16
20-Apr,21:40,26.2,92.89,0,45.81
20-Apr,21:50,26.12,92.89,0,46.38
20-Apr,22:00,26.12,92.89,0,45.09
20-Apr,22:10,26.12,92.89,0,43.7
20-Apr,22:20,26.04,92.89,0,46.45
20-Apr,22:30,25.96,92.89,0,37.54
20-Apr,22:40,25.88,92.89,0,42.13
20-Apr,22:50,25.72,92.89,0,41.78
20-Apr,23:00,25.72,92.89,0,43.23
20-Apr,23:10,25.72,92.89,0,43.18
20-Apr,23:20,25.72,92.89,0,41.84
20-Apr,23:30,25.72,92.89,0,43.33
20-Apr,23:40,25.72,92.89,0,45.33
20-Apr,23:50,25.64,92.89,0,45.65
21-Apr,0:00,25.57,92.89,0,42.52
21-Apr,0:10,25.57,92.89,0,41.21
21-Apr,0:20,25.49,92.89,0,43.12
21-Apr,0:30,25.41,92.89,0,39.09
21-Apr,0:40,25.41,92.89,0,59.81
21-Apr,0:50,25.33,92.89,0,42.93
21-Apr,1:00,25.49,92.89,0,39.92
21-Apr,1:10,25.41,92.89,0,39.18
21-Apr,1:20,25.25,92.89,0,40.96
21-Apr,1:30,25.01,92.89,0,40.18
21-Apr,1:40,25.17,92.89,0,39.91
21-Apr,1:50,25.09,92.89,0,38.77
21-Apr,2:00,25.09,92.89,0,38.88
21-Apr,2:10,25.01,92.89,0,38.07
21-Apr,2:20,25.09,92.89,0,38.59
21-Apr,2:30,25.09,92.89,0,37.81
21-Apr,2:40,25.01,92.89,0,41.05
21-Apr,2:50,25.01,92.89,0,41.39
21-Apr,3:00,24.86,92.89,0,39.22
21-Apr,3:10,24.78,92.89,0,42.76
21-Apr,3:20,24.78,92.89,0,42.03
21-Apr,3:30,24.78,92.89,0,40.81
21-Apr,3:40,24.78,92.89,0,40.06
21-Apr,3:50,24.7,92.89,0,36.3
21-Apr,4:00,24.86,92.89,0,40.61
21-Apr,4:10,24.86,92.89,0,40.05
21-Apr,4:20,24.86,92.89,0,36.76
21-Apr,4:30,24.86,92.89,0,38.58
21-Apr,4:40,24.7,92.89,0,37.67
21-Apr,4:50,24.7,92.89,0,38.04
21-Apr,5:00,24.62,92.89,0,36.82
21-Apr,5:10,24.54,92.89,0,39.29
21-Apr,5:20,24.62,92.89,0,38.33
21-Apr,5:30,24.62,92.89,0,40.48
21-Apr,5:40,24.54,92.89,165.52,37.68
21-Apr,5:50,24.54,92.89,568,36.92
21-Apr,6:00,24.54,92.89,1272.96,36.38
21-Apr,6:10,24.62,92.89,2581.76,37.18
21-Apr,6:20,24.62,92.89,3916.8,39.27
21-Apr,6:30,24.78,92.89,4308.48,36.84
21-Apr,6:40,24.94,92.89,6497.28,37.58
21-Apr,6:50,25.33,92.89,9354.24,40.87
21-Apr,7:00,25.57,92.89,11796.48,35.55
21-Apr,7:10,26.28,88.95,14376.96,39.43
21-Apr,7:20,26.83,86.32,16988.16,42.72
21-Apr,7:30,26.99,85.86,20459.52,43.07
21-Apr,7:40,27.22,84.64,28426.24,43.94
21-Apr,7:50,27.3,83.89,31887.36,41.85
21-Apr,8:00,27.3,85.39,27832.32,41.19
21-Apr,8:10,27.3,84.82,31969.28,41.87
21-Apr,8:20,27.46,84.07,40673.28,36.1
21-Apr,8:30,28.25,80.04,9622.75,34.14
21-Apr,8:40,28.01,81.54,40468.48,35.79
21-Apr,8:50,28.41,79.29,38563.84,35.3
21-Apr,9:00,28.56,79.57,44236.8,35.77
21-Apr,9:10,28.41,79.67,48128,35.44
21-Apr,9:20,29.12,76.85,46714.88,36.42
21-Apr,9:30,28.48,78.26,70410.24,38.78
21-Apr,9:40,28.88,78.35,40181.76,37.75
21-Apr,9:50,28.96,78.63,51609.6,37.47
21-Apr,10,29.12,76.66,43868.16,37.99
21-Apr,10:10,29.35,75.54,81797.11,38.46
21-Apr,10:20,29.98,73.2,81100.8,36.42
21-Apr,10:30,29.43,74.79,50135.04,37.58
21-Apr,10:40,29.75,73.85,88637.45,40.06
21-Apr,10:50,29.9,73.48,27832.32,39.16
21-Apr,11:00,29.9,72.07,77045.76,40.86
21-Apr,11:10,30.14,70.66,66437.12,41.16
21-Apr,11:20,30.38,73.38,20899.84,38.1
21-Apr,11:30,29.67,77.32,22138.88,35.49
21-Apr,11:40,29.19,78.35,64880.63,38.42
21-Apr,11:50,29.51,76.1,75980.8,39.4
21-Apr,12:00,29.67,74.98,71761.92,39.91
21-Apr,12:10,29.67,74.88,41861.12,39.17
21-Apr,12:20,29.59,72.63,67870.72,39.23
21-Apr,12:30,29.67,73.38,58572.8,39.08
21-Apr,12:40,29.75,72.54,37048.32,37.97
21-Apr,12:50,29.59,72.73,15759.36,38
21-Apr,13:00,29.59,73.66,14192.64,39.02
21-Apr,13:10,29.59,73.57,14008.32,36.63
21-Apr,13:20,29.51,72.73,13731.84,39.76
21-Apr,13:30,29.35,73.57,13271.04,37.39
21-Apr,13:40,29.35,73.01,13639.68,37.4
21-Apr,13:50,29.35,73.95,12902.4,37.4
21-Apr,14:00,29.27,74.51,12349.44,39.46
21-Apr,14:10,29.12,76.29,11566.08,45.9
21-Apr,14:20,29.19,75.63,10828.8,50.66
21-Apr,14:30,29.19,76.38,11013.12,51.06
21-Apr,14:40,29.19,78.73,11520,52.05
21-Apr,14:50,29.35,76.57,12165.12,51.72
21-Apr,15:00,29.12,78.54,12994.56,49.66
21-Apr,15:10,29.27,79.67,13916.16,53.83
21-Apr,15:20,29.19,77.04,13916.16,53.26
21-Apr,15:30,29.19,78.26,13639.68,41.1
21-Apr,15:40,29.12,78.45,12165.12,54.76
21-Apr,15:50,28.8,81.54,10321.92,53.91
21-Apr,16:00,28.72,82.29,8663.04,53.83
21-Apr,16:10,28.64,79.67,7280.64,53.04
21-Apr,16:20,28.64,79.1,6036.48,53.41
21-Apr,16:30,28.64,79.38,4953.6,53.44
21-Apr,16:40,28.64,79.67,4101.12,54.21
21-Apr,16:50,28.56,81.54,3130.88,52.34
21-Apr,17:00,28.56,79.38,2373.12,53.96
21-Apr,17:10,28.56,80.04,1612.8,53.6
21-Apr,17:20,28.48,81.92,846.72,54.31
21-Apr,17:30,28.33,82.39,242.88,48.65
21-Apr,17:40,28.25,81.07,57.48,45.32
21-Apr,17:50,28.09,82.39,0,38.28
21-Apr,18:00,27.93,86.14,0,36.5
21-Apr,18:10,27.62,88.39,0,63.86
21-Apr,18:20,27.38,89.23,0,49.91
21-Apr,18:30,27.06,90.08,0,42.13
21-Apr,18:40,27.14,91.95,0,68.33
21-Apr,18:50,26.83,92.89,0,70.18
21-Apr,19:00,26.99,92.89,0,35.54
21-Apr,19:10,27.06,91.48,0,44.33
21-Apr,19:20,26.99,92.33,0,42.38
21-Apr,19:30,26.83,90.17,0,61.97
21-Apr,19:40,26.91,89.23,0,48.5
21-Apr,19:50,26.83,89.51,0,50.56
21-Apr,20,26.59,86.61,0,81.91
21-Apr,20:10,26.59,86.42,0,64.14
21-Apr,20:20,26.43,85.95,0,41.67
21-Apr,20:30,26.12,88.67,0,37.08
21-Apr,20:40,25.96,89.98,0,65.63
21-Apr,20:50,26.04,89.04,0,36.55
21-Apr,21:00,25.96,89.42,0,53.54
21-Apr,21:10,25.96,88.2,0,38.21
21-Apr,21:20,26.12,88.39,0,35.54
21-Apr,21:30,25.88,88.86,0,41.54
21-Apr,21:40,26.04,88.95,0,36.38
21-Apr,21:50,26.04,87.36,0,36.18
21-Apr,22:00,25.88,86.89,0,41.51
21-Apr,22:10,26.04,87.45,0,38.93
21-Apr,22:20,25.72,87.64,0,38.04
21-Apr,22:30,25.41,91.48,0,37.36
21-Apr,22:40,25.57,90.08,0,44.06
21-Apr,22:50,25.72,90.08,0,41.38
21-Apr,23:00,25.49,89.42,0,36.67
21-Apr,23:10,25.33,90.83,0,35.81
21-Apr,23:20,25.09,92.89,0,51.09
21-Apr,23:30,25.17,92.89,0,41.41
21-Apr,23:40,25.17,92.89,0,45.31
21-Apr,23:50,25.25,92.89,0,42.61
22-Apr,0:00,25.09,92.89,0,46.82
22-Apr,0:10,25.09,92.89,0,45.75
22-Apr,0:20,25.09,92.89,0,49.53
22-Apr,0:30,25.09,92.89,0,50.84
22-Apr,0:40,25.09,92.89,0,53.73
22-Apr,0:50,24.86,92.89,0,55.62
22-Apr,1:00,24.94,92.89,0,58.47
22-Apr,1:10,25.09,92.89,0,58.08
22-Apr,1:20,25.17,92.89,0,66.7
22-Apr,1:30,25.01,92.89,0,66.07
22-Apr,1:40,24.94,92.89,0,67.97
22-Apr,1:50,24.94,92.89,0,74.21
22-Apr,2:00,24.78,92.89,0,81.55
22-Apr,2:10,24.62,92.89,0,87.56
22-Apr,2:20,24.78,92.89,0,85.53
22-Apr,2:30,24.78,92.89,0,94.23
22-Apr,2:40,24.62,92.89,0,95.83
22-Apr,2:50,24.62,92.89,0,95.2
22-Apr,3:00,24.62,92.89,0,98.33
22-Apr,3:10,24.7,92.89,0,96.04
22-Apr,3:20,24.7,92.89,0,97.27
22-Apr,3:30,24.78,92.89,0,95.89
22-Apr,3:40,24.7,92.89,0,95.7
22-Apr,3:50,24.78,92.89,0,94.86
22-Apr,4:00,24.94,92.89,0,91.12
22-Apr,4:10,24.62,92.89,0,92.48
22-Apr,4:20,24.62,92.89,0,92.45
22-Apr,4:30,24.7,92.89,0,91.42
22-Apr,4:40,24.62,92.89,0,89.08
22-Apr,4:50,24.54,92.89,0,90.04
22-Apr,5:00,24.46,92.89,0,99.24
22-Apr,5:10,24.7,92.89,0,90.53
22-Apr,5:20,24.7,92.89,0,87.2
22-Apr,5:30,24.54,92.89,37.5,85.42
22-Apr,5:40,24.7,92.89,238.08,86.05
22-Apr,5:50,24.7,92.89,777.6,84.31
22-Apr,6:00,24.62,92.89,1845.76,83.73
22-Apr,6:10,24.7,92.89,3046.4,82.69
22-Apr,6:20,24.7,92.89,4515.84,82.15
22-Apr,6:30,25.09,92.89,5898.24,80.01
22-Apr,6:40,25.25,92.89,7439.36,79.82
22-Apr,6:50,25.64,92.89,10219.52,80.05
22-Apr,7:00,25.96,92.89,13363.2,79.46
22-Apr,7:10,26.83,92.89,16312.32,76.59
22-Apr,7:20,27.54,92.89,19466.24,77.68
22-Apr,7:30,28.48,85.67,22220.8,77.92
22-Apr,7:40,28.01,83.42,29573.12,75.09
22-Apr,7:50,28.01,82.85,24013.04,73.93
22-Apr,8:00,27.7,83.6,32071.68,75.44
22-Apr,8:10,28.01,82.39,29798.4,74.85
22-Apr,8:20,28.09,81.82,47718.39,74.21
22-Apr,8:30,28.33,79.95,38010.88,72.58
22-Apr,8:40,28.41,76.1,54067.2,71.71
22-Apr,8:50,28.56,77.13,42393.6,70.81
22-Apr,9:00,29.04,74.7,49602.56,70.81
22-Apr,9:10,29.12,74.13,58408.96,69.1
22-Apr,9:20,29.27,72.63,58245.12,72.19
22-Apr,9:30,29.35,73.85,70778.88,71.8
22-Apr,9:40,29.27,71.32,42229.76,71.92
22-Apr,9:50,29.51,69.26,53452.8,70.91
22-Apr,10,29.83,69.16,48824.32,68.88
22-Apr,10:10,30.38,66.63,72499.2,68.57
22-Apr,10:20,30.06,67.66,100843.53,67.19
22-Apr,10:30,30.38,67.57,51609.6,68.32
22-Apr,10:40,30.61,66.44,89292.8,67.6
22-Apr,10:50,30.53,64.19,27811.84,66.89
22-Apr,11:00,30.61,70.57,55214.08,67.81
22-Apr,11:10,29.98,72.82,86261.76,67.96
22-Apr,11:20,30.06,73.85,68362.24,69.96
22-Apr,11:30,30.06,72.82,66150.4,68.01
22-Apr,11:40,30.14,71.04,56770.56,68.98
22-Apr,11:50,30.14,73.2,72744.95,64.25
22-Apr,12:00,29.9,73.29,89210.88,69.32
22-Apr,12:10,30.06,73.85,46161.92,67.05
22-Apr,12:20,30.22,72.16,60456.96,62.4
22-Apr,12:30,30.06,72.35,61358.08,69.01
22-Apr,12:40,30.14,72.82,50831.36,67.5
22-Apr,12:50,29.98,73.48,17233.92,63.14
22-Apr,13:00,29.98,74.32,15656.96,68.44
22-Apr,13:10,29.98,75.26,11473.92,66.07
22-Apr,13:20,29.9,76.57,11750.4,69.03
22-Apr,13:30,29.9,76.95,11888.64,68.13
22-Apr,13:40,29.83,77.51,10050.56,68.3
22-Apr,13:50,29.83,77.23,9216,69
22-Apr,14:00,29.83,75.82,8893.44,67.47
22-Apr,14:10,29.83,77.23,9400.32,67.51
22-Apr,14:20,29.67,75.82,11796.48,67.32
22-Apr,14:30,29.83,74.79,11381.76,66.45
22-Apr,14:40,29.67,76.76,7511.04,66.68
22-Apr,14:50,29.43,77.23,4492.8,67.26
22-Apr,15:00,29.27,79.01,3430.4,67.99
22-Apr,15:10,29.27,76.38,1600,66.79
22-Apr,15:20,28.01,77.98,1725.44,65.53
22-Apr,15:30,26.99,80.98,2926.08,64.81
22-Apr,15:40,26.67,83.14,3571.2,64.33
22-Apr,15:50,26.43,86.51,3232.51,66.07
22-Apr,16:00,25.8,92.61,4078.08,66.21
22-Apr,16:10,25.72,92.04,3732.48,66.8
22-Apr,16:20,25.72,92.61,3596.8,54.68
22-Apr,16:30,25.8,91.29,3432.96,68.23
22-Apr,16:40,25.88,90.64,2746.88,66.92
22-Apr,16:50,25.41,92.89,2033.92,66.82
22-Apr,17:00,25.09,92.89,1021.68,69.85
22-Apr,17:10,25.25,92.89,970.88,68.51
