tanggal,jam,sens1,sens2,sens3,sens4
26-Mar,13:30,29.61,81.7,2268.16,869.63
26-Mar,13:40,29.3,89.2,1740.8,868.89
26-Mar,13:50,26.82,98.5,3059.2,869.36
26-Mar,14:00,24.65,99.9,1632,869.77
26-Mar,14:10,24.55,99.9,1110.4,869.49
26-Mar,14:20,24.34,99.9,1023.36,869.37
26-Mar,14:30,23.61,99.9,1160.32,869.59
26-Mar,14:40,22.89,99.9,1541.12,869.5
26-Mar,14:50,22.89,99.9,2096.64,869.18
26-Mar,15:00,22.79,99.9,2200.32,867.49
26-Mar,15:10,22.79,99.9,1889.28,866.91
26-Mar,15:20,22.68,99.9,1992.96,866.69
26-Mar,15:30,22.68,99.9,1440,867.18
26-Mar,15:40,22.68,99.9,1601.28,867.27
26-Mar,15:50,22.48,99.1,1670.4,867.13
26-Mar,16:00,22.27,99.9,1981.44,866.71
26-Mar,16:10,22.37,99.9,1468.8,867.35
26-Mar,16:20,22.68,99.9,1065.6,868.51
26-Mar,16:30,22.68,99.9,725.76,869.51
26-Mar,16:40,22.89,99.9,518.4,869.43
26-Mar,16:50,23.2,99.9,374.4,869.74
26-Mar,17:00,23.1,99.9,308.16,868.36
26-Mar,17:10,23.3,99.9,230.4,868.83
26-Mar,17:20,23.41,99.9,159.84,868.07
26-Mar,17:30,23.41,99.9,111.6,869.47
26-Mar,17:40,23.2,99.9,41.64,868.28
26-Mar,17:50,23.1,99.9,0,866.6
26-Mar,18:00,22.99,99.9,0,866.37
26-Mar,18:10,22.89,99.9,0,869.07
26-Mar,18:20,22.89,99.9,0,866.94
26-Mar,18:30,22.99,99.9,0,869.68
26-Mar,18:40,22.99,99.9,0,868.82
26-Mar,18:50,23.1,99.9,0,867.05
26-Mar,19:00,23.2,99.9,0,869.93
26-Mar,19:10,23.2,99.9,0,869.43
26-Mar,19:20,23.41,99.9,0,868.56
26-Mar,19:30,23.51,99.9,0,868.21
26-Mar,19:40,23.51,99.9,0,868.89
26-Mar,19:50,23.51,99.9,0,869.57
26-Mar,20,23.51,99.9,0,868.22
26-Mar,20:10,23.51,99.9,0,869.28
26-Mar,20:20,23.41,99.9,0,869.57
26-Mar,20:30,23.41,99.9,0,869.23
26-Mar,20:40,23.41,99.9,0,868.91
26-Mar,20:50,23.51,99.9,0,869.09
26-Mar,21:00,23.41,99.9,0,869.17
26-Mar,21:10,23.51,99.9,0,868.82
26-Mar,21:20,23.61,99.9,0,869.23
26-Mar,21:30,23.72,99.9,0,869.48
26-Mar,21:40,23.92,99.9,0,869.16
26-Mar,21:50,24.03,99.9,0,869.26
26-Mar,22:00,24.03,99.9,0,868.66
26-Mar,22:10,24.13,99.9,0,869.54
26-Mar,22:20,23.92,99.9,0,868.66
26-Mar,22:30,23.82,99.9,0,867.48
26-Mar,22:40,23.82,99.9,0,869.07
26-Mar,22:50,23.51,99.9,0,869.14
26-Mar,23:00,23.41,99.9,0,869.25
26-Mar,23:10,23.3,99.9,0,869.37
26-Mar,23:20,23.2,99.9,0,867.97
26-Mar,23:30,23.3,99.9,0,869.49
26-Mar,23:40,23.3,99.9,0,868.99
26-Mar,23:50,23.3,99.9,0,869.13
27-Mar,0:00,23.2,99.9,0,869.03
27-Mar,0:10,23.2,99.9,0,868.63
27-Mar,0:20,23.1,99.9,0,869.31
27-Mar,0:30,23.1,99.9,0,868.38
27-Mar,0:40,23.1,99.9,0,868.43
27-Mar,0:50,22.99,99.9,0,869.03
27-Mar,1:00,22.99,99.9,0,868.13
27-Mar,1:10,23.1,99.9,0,868.39
27-Mar,1:20,23.2,99.9,0,869.4
27-Mar,1:30,23.2,99.9,0,868.71
27-Mar,1:40,23.3,99.9,0,869.2
27-Mar,1:50,23.3,99.9,0,868.95
27-Mar,2:00,23.3,99.9,0,868.76
27-Mar,2:10,23.41,99.9,0,868.98
27-Mar,2:20,23.41,99.9,0,868.03
27-Mar,2:30,23.51,99.9,0,868.99
27-Mar,2:40,23.41,99.9,0,868.83
27-Mar,2:50,23.3,99.9,0,867.63
27-Mar,3:00,23.2,99.9,0,866.77
27-Mar,3:10,23.1,99.9,0,868.95
27-Mar,3:20,22.99,99.9,0,868.08
27-Mar,3:30,22.99,99.9,0,869.29
27-Mar,3:40,22.99,99.9,0,869.58
27-Mar,3:50,22.99,99.9,0,868.86
27-Mar,4:00,23.2,99.9,0,868.8
27-Mar,4:10,23.2,99.9,0,869.28
27-Mar,4:20,23.2,99.9,0,867.93
27-Mar,4:30,23.2,99.9,0,868.92
27-Mar,4:40,23.3,99.9,0,869.29
27-Mar,4:50,23.3,99.9,0,866.28
27-Mar,5:00,23.2,99.9,0,868.42
27-Mar,5:10,22.99,99.9,0,866.34
27-Mar,5:20,22.99,99.9,0,867.63
27-Mar,5:30,22.89,99.9,0,867.9
27-Mar,5:40,22.79,99.9,70.76,867.66
27-Mar,5:50,22.79,99.9,291.84,868.95
27-Mar,6:00,22.79,99.9,648.32,868.91
27-Mar,6:10,22.89,99.9,1292.8,869.17
27-Mar,6:20,22.99,99.9,1831.68,869.25
27-Mar,6:30,23.2,99.9,226.77,868.93
27-Mar,6:40,23.3,99.9,3018.24,869.15
27-Mar,6:50,23.51,99.9,3663.36,868.18
27-Mar,7:00,23.72,99.9,4400.64,869.01
27-Mar,7:10,24.03,99.9,5114.88,869.19
27-Mar,7:20,24.24,99.9,5783.04,869.4
27-Mar,7:30,24.55,99.9,7142.4,869.56
27-Mar,7:40,25.06,96.6,7971.84,869.33
27-Mar,7:50,25.37,98.4,7925.76,869.38
27-Mar,8:00,25.58,98.2,8939.52,869.11
27-Mar,8:10,25.89,95,10347.52,868.5
27-Mar,8:20,26.2,92.8,33525.76,869.13
27-Mar,8:30,26.61,91.3,17981.44,869.06
27-Mar,8:40,27.03,91,23797.76,869.01
27-Mar,8:50,27.44,89.7,19630.08,869.26
27-Mar,9:00,27.75,89.1,41349.13,869.01
27-Mar,9:10,28.68,85,39239.68,869.77
27-Mar,9:20,29.41,84.1,12994.56,868.32
27-Mar,9:30,29.2,80.7,32808.96,868.64
27-Mar,9:40,29.72,79.6,77250.55,868.92
27-Mar,9:50,29.93,77.8,46039.04,869.66
27-Mar,10,29.51,79.7,16220.16,869.44
27-Mar,10:10,29.61,79,54886.39,870.19
27-Mar,10:20,29.3,80.1,21442.56,869.95
27-Mar,10:30,29.61,79.8,23582.72,869.91
27-Mar,10:40,29.61,80.4,59187.2,868.37
27-Mar,10:50,30.13,79.9,63119.36,869.24
27-Mar,11:00,29.82,79.5,7930.88,868.71
27-Mar,11:10,29.3,82.7,16824.32,869.41
27-Mar,11:20,28.68,84.7,18268.16,869.61
27-Mar,11:30,28.99,84.1,12554.24,870.42
27-Mar,11:40,29.2,82.4,8995.84,872.1
27-Mar,11:50,26.72,96.7,11596.8,869.79
27-Mar,12:00,25.99,95.1,8320,869.67
27-Mar,12:10,26.1,95.1,10705.92,869.47
27-Mar,12:20,25.99,93.3,6205.44,868.88
27-Mar,12:30,25.79,91,3801.6,869.4
27-Mar,12:40,25.17,92.9,1177.6,868.25
27-Mar,12:50,24.55,98.7,2073.6,869.69
27-Mar,13:00,24.34,99.9,2659.84,869.31
27-Mar,13:10,23.92,99.9,2721.28,869.07
27-Mar,13:20,24.03,99.9,2649.6,869.43
27-Mar,13:30,24.03,99.9,3018.24,869.24
27-Mar,13:40,24.03,99.9,3663.36,869.13
27-Mar,13:50,24.13,99.9,4746.24,867.39
27-Mar,14:00,24.24,99.9,4769.28,869.2
27-Mar,14:10,24.34,99.9,4423.68,869.57
27-Mar,14:20,24.44,99.9,4423.68,868.72
27-Mar,14:30,24.55,99.9,3645.44,868.24
27-Mar,14:40,24.65,99.9,4364.8,868.8
27-Mar,14:50,24.65,99.9,4999.68,869.1
27-Mar,15:00,24.55,99.9,4180.48,869.06
27-Mar,15:10,24.75,99.9,3261.44,869.61
27-Mar,15:20,24.65,99.9,2612.48,869.55
27-Mar,15:30,24.55,99.9,2361.6,869.52
27-Mar,15:40,24.55,99.9,2292.48,869.26
27-Mar,15:50,24.55,99.9,2142.72,869.4
27-Mar,16:00,24.55,99.9,1728,869.36
27-Mar,16:10,24.44,99.9,1468.8,868.92
27-Mar,16:20,24.34,99.9,1509.12,869.7
27-Mar,16:30,24.34,99.9,1486.08,869.11
27-Mar,16:40,24.24,99.9,1166.72,868.5
27-Mar,16:50,24.24,99.9,982.4,869.3
27-Mar,17:00,24.13,99.9,611.52,868.44
27-Mar,17:10,24.13,99.9,406.08,868.28
27-Mar,17:20,24.03,99.9,230.4,869.01
27-Mar,17:30,23.92,99.9,118.08,869.14
27-Mar,17:40,23.82,99.9,36.16,869.56
27-Mar,17:50,23.72,99.9,0,869.16
27-Mar,18:00,23.72,99.9,0,868.83
27-Mar,18:10,23.61,99.9,0,868.12
27-Mar,18:20,23.61,99.9,0,869.7
27-Mar,18:30,23.51,99.9,0,869.83
27-Mar,18:40,23.51,99.9,0,869.21
27-Mar,18:50,23.51,99.9,0,869.32
27-Mar,19:00,23.41,99.9,0,869.49
27-Mar,19:10,23.3,99.9,0,868.27
27-Mar,19:20,23.51,99.9,0,869.44
27-Mar,19:30,23.41,99.9,0,869.5
27-Mar,19:40,23.72,98.3,0,869.15
27-Mar,19:50,23.82,97.1,0,869.02
27-Mar,20,23.92,96.6,0,869.34
27-Mar,20:10,24.03,96.1,0,869.4
27-Mar,20:20,24.24,94.7,0,869.42
27-Mar,20:30,24.34,93.4,0,868.41
27-Mar,20:40,24.55,91.7,0,868.26
27-Mar,20:50,24.34,96.3,0,869.35
27-Mar,21:00,23.72,99.9,0,869.93
27-Mar,21:10,23.41,99.9,0,868.04
27-Mar,21:20,23.2,99.9,0,868.89
27-Mar,21:30,23.2,99.9,0,869.33
27-Mar,21:40,23.1,99.9,0,869.45
27-Mar,21:50,23.2,99.9,0,868.83
27-Mar,22:00,23.2,99.9,0,869.28
27-Mar,22:10,23.41,99.9,0,869.13
27-Mar,22:20,23.51,99.9,0,869.5
27-Mar,22:30,23.61,99.9,0,868.76
27-Mar,22:40,23.82,99.9,0,869.28
27-Mar,22:50,23.92,99.4,0,868.1
27-Mar,23:00,23.92,99.9,0,869.26
27-Mar,23:10,23.82,99.9,0,868.46
27-Mar,23:20,23.72,99.9,0,869.74
27-Mar,23:30,23.61,99.9,0,868.91
27-Mar,23:40,23.61,99.9,0,868.75
27-Mar,23:50,23.61,99.9,0,869.6
28-Mar,0:00,23.51,99.9,0,869.63
28-Mar,0:10,23.51,99.9,0,869.06
28-Mar,0:20,23.51,99.9,0,869.35
28-Mar,0:30,23.41,99.9,0,869.45
28-Mar,0:40,23.3,99.9,0,869.44
28-Mar,0:50,23.2,99.9,0,868.72
28-Mar,1:00,23.2,99.9,0,868.31
28-Mar,1:10,23.1,99.9,0,868.87
28-Mar,1:20,22.99,99.9,0,869.56
28-Mar,1:30,22.89,99.9,0,868.12
28-Mar,1:40,22.89,99.9,0,868.88
28-Mar,1:50,22.89,99.9,0,868.7
28-Mar,2:00,22.89,99.9,0,869.17
28-Mar,2:10,22.89,99.9,0,868.52
28-Mar,2:20,23.1,99.9,0,869.26
28-Mar,2:30,22.99,99.9,0,868.23
28-Mar,2:40,23.2,99.9,0,868.25
28-Mar,2:50,23.3,99.9,0,868.87
28-Mar,3:00,23.3,99.9,0,869.3
28-Mar,3:10,23.3,99.9,0,868.92
28-Mar,3:20,23.3,99.9,0,868.25
28-Mar,3:30,23.3,99.9,0,868.7
28-Mar,3:40,23.3,99.9,0,868.83
28-Mar,3:50,23.41,99.9,0,869.29
28-Mar,4:00,23.3,99.9,0,869.34
28-Mar,4:10,23.3,99.9,0,867.85
28-Mar,4:20,23.2,99.9,0,869.09
28-Mar,4:30,23.2,99.9,0,869.16
28-Mar,4:40,23.2,99.9,0,868.85
28-Mar,4:50,23.1,99.9,0,869.08
28-Mar,5:00,23.1,99.9,0,869.17
28-Mar,5:10,23.1,99.9,0,869.33
28-Mar,5:20,23.1,99.9,0,869.83
28-Mar,5:30,23.1,99.9,0,869.1
28-Mar,5:40,23.2,99.9,0,869.28
28-Mar,5:50,23.1,99.9,234.8,868.74
28-Mar,6:00,23.2,99.9,567.36,866.29
28-Mar,6:10,23.1,99.9,910.08,867.02
28-Mar,6:20,22.99,99.9,1422.72,867.32
28-Mar,6:30,23.1,99.9,2085.12,869.14
28-Mar,6:40,23.2,99.7,3041.28,869.4
28-Mar,6:50,23.41,98.5,3640.32,869.09
28-Mar,7:00,23.61,98.2,5199.36,869.05
28-Mar,7:10,23.82,98,6036.48,867.52
28-Mar,7:20,24.34,94.4,5068.8,868.5
28-Mar,7:30,24.75,92.7,3916.8,868.02
28-Mar,7:40,25.27,90.8,4449.28,868.29
28-Mar,7:50,25.58,88.8,5184,870.18
28-Mar,8:00,25.79,87.8,6067.2,871.04
28-Mar,8:10,26.2,85.5,7316.48,870.11
28-Mar,8:20,26.41,87.5,24473.6,870.24
28-Mar,8:30,27.03,83.3,30064.64,871
28-Mar,8:40,28.06,76.9,19773.44,871.5
28-Mar,8:50,28.79,76.7,40755.2,871.91
28-Mar,9:00,29.1,70.2,61317.12,871.73
28-Mar,9:10,29.72,70.3,26869.76,871.37
28-Mar,9:20,30.24,71.5,22763.52,871.9
28-Mar,9:30,29.51,71.4,49029.12,871.65
28-Mar,9:40,29.72,70,86220.8,870.3
28-Mar,9:50,30.75,70.6,68034.55,871.63
28-Mar,10,31.06,68.4,39383.04,871.8
28-Mar,10:10,30.86,67.3,56401.93,871.91
28-Mar,10:20,30.96,67.1,66437.12,871.62
28-Mar,10:30,31.89,65.9,41574.39,871.88
28-Mar,10:40,31.79,67.5,68198.4,871.46
28-Mar,10:50,31.68,66.6,75571.2,871.7
28-Mar,11:00,32.41,65.7,86630.4,871.78
28-Mar,11:10,33.03,63.3,37765.12,871.77
28-Mar,11:20,33.24,65.6,67502.09,871.67
28-Mar,11:30,33.13,63.6,32276.48,871.01
28-Mar,11:40,31.58,67.1,95109.12,871.14
28-Mar,11:50,31.99,67.3,43991.04,871.87
28-Mar,12:00,31.89,68.7,56770.56,871.7
28-Mar,12:10,32.61,68.1,48373.76,870.59
28-Mar,12:20,32.3,67.7,36741.12,871.22
28-Mar,12:30,32.1,68,45588.48,870.9
28-Mar,12:40,31.68,70,26542.08,871.84
28-Mar,12:50,31.37,69.7,22947.84,871.55
28-Mar,13:00,31.27,69.6,24514.56,871.96
28-Mar,13:10,31.06,71.2,20183.04,871.64
28-Mar,13:20,30.75,73.3,19077.12,872.1
28-Mar,13:30,30.65,75.2,17326.08,870.6
28-Mar,13:40,30.55,74.6,17141.76,871.81
28-Mar,13:50,30.86,73.2,16957.44,871.41
28-Mar,14:00,31.17,69.5,18042.88,871.76
28-Mar,14:10,31.06,70.7,17141.76,871.93
28-Mar,14:20,30.96,70.9,15667.2,871.68
28-Mar,14:30,30.34,72,15022.08,871.75
28-Mar,14:40,30.34,71.6,14561.28,870.98
28-Mar,14:50,30.34,70,13824,872.16
28-Mar,15:00,30.03,70.8,11151.36,870.85
28-Mar,15:10,30.03,72.2,9999.36,872.09
28-Mar,15:20,29.82,72.9,9758.72,870.82
28-Mar,15:30,29.61,73,8616.96,871.27
28-Mar,15:40,29.41,74.5,7792.64,871.66
28-Mar,15:50,29.3,75.9,8171.52,871.25
28-Mar,16:00,28.99,77.5,3937.28,871.21
28-Mar,16:20,28.17,72.82,869.76,872.21
28-Mar,16:30,28.17,74.13,691.2,871.17
28-Mar,16:40,28.09,74.13,365.76,870.1
28-Mar,16:50,28.01,73.85,371.52,871.46
28-Mar,17:00,28.01,74.41,334.08,871.04
28-Mar,17:10,27.93,75.54,191.52,871.4
28-Mar,17:20,27.77,76.95,119.52,871.72
28-Mar,17:30,27.7,77.7,63.72,871.27
28-Mar,17:40,27.62,78.17,0,871.05
28-Mar,17:50,27.54,79.01,0,870.98
28-Mar,18:00,27.54,80.04,0,871.02
28-Mar,18:10,27.38,81.07,0,871.35
28-Mar,18:20,27.3,82.29,0,871.34
28-Mar,18:30,27.14,84.26,0,871.13
28-Mar,18:40,26.83,87.45,0,871.34
28-Mar,18:50,26.43,89.79,0,871
28-Mar,19:00,26.43,88.95,0,868.13
28-Mar,19:10,26.2,90.08,0,869.3
28-Mar,19:20,25.88,90.54,0,870.53
28-Mar,19:30,25.88,91.67,0,871.41
28-Mar,19:40,26.04,92.14,0,870.74
28-Mar,19:50,26.04,92.89,0,869.66
28-Mar,20,25.88,91.67,0,869.56
28-Mar,20:10,25.8,92.51,0,869.85
28-Mar,20:20,25.64,92.04,0,869.19
28-Mar,20:30,25.49,92.42,0,867.85
28-Mar,20:40,25.33,92.89,0,869.44
28-Mar,20:50,25.33,92.89,0,868.4
28-Mar,21:00,25.25,92.89,0,869.51
28-Mar,21:10,25.25,92.89,0,868.01
28-Mar,21:20,25.25,92.89,0,868.88
28-Mar,21:30,25.17,92.89,0,869.42
28-Mar,21:40,25.17,92.89,0,869
28-Mar,21:50,25.25,92.89,0,869.39
28-Mar,22:00,25.09,92.89,0,867.84
28-Mar,22:10,25.09,92.89,0,869.11
28-Mar,22:20,25.09,92.89,0,868.78
28-Mar,22:30,25.09,92.89,0,868.5
28-Mar,22:40,25.01,92.89,0,868.09
28-Mar,22:50,24.94,92.89,0,869.07
28-Mar,23:00,24.94,92.89,0,868.32
28-Mar,23:10,24.94,92.89,0,867.68
28-Mar,23:20,24.94,92.89,0,868.32
28-Mar,23:30,24.94,92.8,0,868.99
28-Mar,23:40,24.94,92.89,0,869.32
28-Mar,23:50,24.86,92.89,0,868.84
29-Mar,0:00,24.86,92.89,0,869.28
29-Mar,0:10,24.78,92.89,0,867.85
29-Mar,0:20,24.78,92.89,0,868.08
29-Mar,0:30,24.78,92.89,0,868.04
29-Mar,0:40,24.78,92.89,0,869.03
29-Mar,0:50,24.78,92.89,0,868.73
29-Mar,1:00,24.78,92.89,0,868.72
29-Mar,1:10,24.86,92.89,0,869.36
29-Mar,1:20,24.94,92.89,0,868.67
29-Mar,1:30,24.86,92.89,0,868.97
29-Mar,1:40,24.94,92.89,0,869.03
29-Mar,1:50,24.86,92.89,0,868.56
29-Mar,2:00,24.86,92.89,0,869.25
29-Mar,2:10,24.86,92.89,0,869.12
29-Mar,2:20,24.86,92.89,0,869.57
29-Mar,2:30,24.78,92.42,0,869.52
29-Mar,2:40,24.86,91.76,0,869.28
29-Mar,2:50,24.86,90.83,0,869.22
29-Mar,3:00,24.86,90.83,0,868.55
29-Mar,3:10,24.94,90.17,0,869.02
29-Mar,3:20,24.94,90.17,0,868.94
29-Mar,3:30,24.94,90.08,0,869.32
29-Mar,3:40,24.86,90.54,0,869.07
29-Mar,3:50,24.78,90.54,0,869.17
29-Mar,4:00,24.7,91.67,0,867.24
29-Mar,4:10,24.54,92.89,0,869.16
29-Mar,4:20,24.38,92.89,0,867.89
29-Mar,4:30,24.38,92.89,0,869.05
29-Mar,4:40,24.3,92.89,0,868.56
29-Mar,4:50,24.3,92.89,0,869.07
29-Mar,5:00,24.3,92.89,0,868.06
29-Mar,5:10,24.23,92.89,0,869.2
29-Mar,5:20,24.46,92.51,0,869.22
29-Mar,5:30,24.38,92.89,0,869.51
29-Mar,5:40,24.3,92.89,71.48,869.14
29-Mar,5:50,24.23,92.89,256.64,869.09
29-Mar,6:00,24.15,92.89,535.68,869.41
29-Mar,6:10,24.07,92.89,935.04,869.1
29-Mar,6:20,24.07,92.89,1457.28,869.18
29-Mar,6:30,24.15,92.89,1937.92,868.36
29-Mar,6:40,24.3,92.89,2419.2,869.2
29-Mar,6:50,24.38,92.89,2868.48,868.9
29-Mar,7:00,24.62,92.7,3409.92,867.98
29-Mar,7:10,24.94,90.54,3832.32,868.74
29-Mar,7:20,25.17,88.67,3928.83,870.66
29-Mar,7:30,25.49,87.54,4884.48,871.07
29-Mar,7:40,25.88,85.48,1108.19,870.92
29-Mar,7:50,26.12,85.29,2855.65,871.43
29-Mar,8:00,26.51,81.82,8524.8,870.65
29-Mar,8:10,26.83,80.7,10828.8,871.11
29-Mar,8:20,27.22,77.51,41062.4,871.49
29-Mar,8:30,27.54,77.13,15779.84,870.99
29-Mar,8:40,28.09,73.38,27934.72,871.85
29-Mar,8:50,28.8,70.94,18892.8,871.35
29-Mar,9:00,29.27,69.07,19445.76,870.5
29-Mar,9:10,29.75,68.04,28938.24,870.43
29-Mar,9:20,29.83,68.04,57876.48,871.67
29-Mar,9:30,29.75,68.32,41615.36,871.2
29-Mar,9:40,30.3,66.82,75939.84,871.41
29-Mar,9:50,30.69,66.26,47349.76,871.87
29-Mar,10,30.3,65.04,24514.56,871.46
29-Mar,10:10,30.22,68.22,51404.8,871.56
29-Mar,10:20,30.46,67.19,68198.4,870.48
29-Mar,10:30,31.24,62.79,51630.08,870.45
29-Mar,10:40,31.72,61,77004.8,871.67
29-Mar,10:50,30.53,64.29,59678.72,871.56
29-Mar,11:00,31.17,63.44,17930.24,871.79
29-Mar,11:10,30.69,65.6,18882.56,870.8
29-Mar,11:20,30.38,66.72,51527.68,870.62
29-Mar,11:30,31.01,64.66,20142.08,870.78
29-Mar,11:40,30.22,64.75,33628.16,871.41
29-Mar,11:50,30.46,65.97,56811.52,871
29-Mar,12:00,31.88,61.66,12482.56,870.3
29-Mar,12:10,32.03,62.32,5824,870.45
29-Mar,12:20,31.01,64.1,6773.76,875.32
29-Mar,12:30,30.06,67.38,5944.32,871.51
29-Mar,12:40,29.83,68.97,5575.68,871.53
29-Mar,12:50,29.59,68.69,36024.32,871.31
29-Mar,13:00,30.06,67.57,34611.2,871.32
29-Mar,13:10,30.61,66.07,35799.04,871.66
29-Mar,13:20,31.17,63.91,13424.64,871.31
29-Mar,13:30,31.09,63.91,6789.12,871.49
29-Mar,13:40,30.38,65.88,4354.56,871.44
29-Mar,13:50,29.9,67.1,4124.16,870.11
29-Mar,14:00,28.17,85.95,5025.28,871.13
29-Mar,14:10,26.83,81.35,2812.16,871.52
29-Mar,14:20,26.43,89.51,3663.36,871.62
29-Mar,14:30,25.41,92.89,4308.48,870.22
29-Mar,14:40,25.57,92.89,1864.96,871.66
29-Mar,14:50,25.72,92.89,1504,871.4
29-Mar,15:00,25.64,92.89,1552.64,871.96
29-Mar,15:10,24.54,92.89,1036.8,871.1
29-Mar,15:20,23.99,92.89,937.6,869.82
29-Mar,15:30,24.7,92.89,755.2,871.88
29-Mar,15:40,24.78,92.89,756.48,870.23
29-Mar,15:50,24.46,92.89,1059.84,868.13
29-Mar,16:00,24.23,92.89,1555.2,868.72
29-Mar,16:10,24.07,92.89,2165.76,868.93
29-Mar,16:20,24.15,92.89,1680.64,868.86
29-Mar,16:30,24.23,92.89,1463.04,869.1
29-Mar,16:40,24.3,92.89,1223.04,868.39
29-Mar,16:50,24.38,92.89,725.76,868.08
29-Mar,17:00,24.54,92.61,493.76,869.85
29-Mar,17:10,24.46,92.89,319.68,868.37
29-Mar,17:20,24.38,92.89,196.32,869.42
29-Mar,17:30,24.3,92.89,117.36,869.52
29-Mar,17:40,24.46,92.89,45.54,869.52
29-Mar,17:50,24.3,92.89,0,868.59
29-Mar,18:00,24.38,92.89,0,869.03
29-Mar,18:10,24.38,92.89,0,869.66
29-Mar,18:20,24.38,92.89,0,868.01
29-Mar,18:30,24.46,92.89,0,868.7
29-Mar,18:40,24.38,92.89,0,869.16
29-Mar,18:50,24.38,92.89,0,869.02
29-Mar,19:00,24.38,92.89,0,869.47
29-Mar,19:10,24.54,92.89,0,869.32
29-Mar,19:20,24.78,92.89,0,868.69
29-Mar,19:30,24.94,92.89,0,867.95
29-Mar,19:40,24.86,92.89,0,868.95
29-Mar,19:50,24.86,92.89,0,868.57
29-Mar,20,24.94,92.8,0,868.86
29-Mar,20:10,24.94,92.89,0,869.05
29-Mar,20:20,24.86,92.89,0,868.22
29-Mar,20:30,24.7,92.89,0,869.64
29-Mar,20:40,24.62,92.89,0,869.52
29-Mar,20:50,24.54,92.89,0,869.32
29-Mar,21:00,24.54,92.89,0,869.4
29-Mar,21:10,24.54,92.89,0,868.25
29-Mar,21:20,24.54,92.89,0,868.97
29-Mar,21:30,24.54,92.89,0,869.52
29-Mar,21:40,24.46,92.89,0,869.11
29-Mar,21:50,24.54,92.89,0,869
29-Mar,22:00,24.54,92.89,0,869.17
29-Mar,22:10,24.62,92.89,0,868.3
29-Mar,22:20,24.54,92.89,0,869.11
29-Mar,22:30,24.7,92.89,0,869.45
29-Mar,22:40,24.86,92.89,0,869.02
29-Mar,22:50,24.78,92.89,0,869.21
29-Mar,23:00,24.7,92.89,0,869.25
29-Mar,23:10,24.62,92.89,0,869.23
29-Mar,23:20,24.62,92.89,0,869.3
29-Mar,23:30,24.62,92.89,0,869.35
29-Mar,23:40,24.62,92.89,0,868.9
29-Mar,23:50,24.62,92.89,0,867.88
30-Mar,0:00,24.62,92.89,0,869.53
30-Mar,0:10,24.7,92.89,0,867.91
30-Mar,0:20,24.62,92.89,0,868.43
30-Mar,0:30,24.46,92.89,0,869.29
30-Mar,0:40,24.3,92.89,0,867.85
30-Mar,0:50,24.07,92.89,0,868.25
30-Mar,1:00,23.99,92.89,0,869.67
30-Mar,1:10,23.83,92.89,0,868
30-Mar,1:20,23.75,92.89,0,869.32
30-Mar,1:30,23.75,92.89,0,869.57
30-Mar,1:40,23.67,92.89,0,869.12
30-Mar,1:50,23.75,92.89,0,867.84
30-Mar,2:00,23.83,92.89,0,868.03
30-Mar,2:10,23.91,92.89,0,869.28
30-Mar,2:20,23.83,92.89,0,869.6
30-Mar,2:30,23.91,92.89,0,869.36
30-Mar,2:40,23.91,92.89,0,869.25
30-Mar,2:50,23.83,92.89,0,868.87
30-Mar,3:00,23.67,92.89,0,869.47
30-Mar,3:10,23.67,92.89,0,868.04
30-Mar,3:20,23.59,92.89,0,868.85
30-Mar,3:30,23.59,92.89,0,868.54
30-Mar,3:40,23.75,92.89,0,868.05
30-Mar,3:50,23.75,92.89,0,869.67
30-Mar,4:00,23.99,92.89,0,869.41
30-Mar,4:10,23.91,92.89,0,869.09
30-Mar,4:20,23.75,92.89,0,867.38
30-Mar,4:30,23.75,92.89,0,869.38
30-Mar,4:40,23.83,92.89,0,869.25
30-Mar,4:50,23.83,92.89,0,868.55
30-Mar,5:00,23.83,92.89,0,869.54
30-Mar,5:10,23.83,92.89,0,867.71
30-Mar,5:20,23.83,92.89,0,868.87
30-Mar,5:30,23.91,92.89,0,869.26
30-Mar,5:40,23.91,92.89,69.84,869.36
30-Mar,5:50,23.91,92.89,254.88,869.32
30-Mar,6:00,23.99,92.89,607.68,868.88
30-Mar,6:10,24.07,92.89,990.72,867.94
30-Mar,6:20,24.07,92.89,1601.28,868.28
30-Mar,6:30,24.15,92.89,2014.72,869.68
30-Mar,6:40,24.23,92.89,3013.12,868.4
30-Mar,6:50,24.38,92.89,3709.44,869.03
30-Mar,7:00,24.54,92.89,459.73,868.35
30-Mar,7:10,24.78,92.89,5250.56,870.66
30-Mar,7:20,25.01,92.89,6451.2,871.23
30-Mar,7:30,25.17,92.89,8386.56,871
30-Mar,7:40,25.41,92.89,10414.08,870.59
30-Mar,7:50,25.72,91.01,9907.2,871.63
30-Mar,8:00,26.04,89.79,11427.84,871.62
30-Mar,8:10,26.2,88.86,11658.24,871.46
30-Mar,8:20,26.35,87.45,29634.56,871.5
30-Mar,8:30,26.75,83.14,20510.72,871.51
30-Mar,8:40,27.38,80.04,17285.12,871.61
30-Mar,8:50,27.7,77.98,65781.77,871.51
30-Mar,9:00,27.93,76.85,188006.39,870.77
30-Mar,9:10,28.64,76.29,26173.44,870.74
30-Mar,9:20,29.51,71.69,59965.44,871.43
30-Mar,9:30,29.51,69.73,41062.39,871.61
30-Mar,9:40,30.22,71.79,81428.48,871.85
